Code,Yahoo Code,Company,Sector,Market Cap,Total Shares,Last trade
SXX,SXX.AX,Southern Cross Exploration NL,Materials,0,,0.0
URB,URB.AX,URB Investments Limited,Financials,0,,0.0
WLL,WLL.AX,Wellcom Group,Industrials,0,,0.0
OMN,OMN.AX,OneMarket Limited,Information Technology,0,,0.0
RM1,RM1.AX,Resilience Mining Mongolia Limited,Materials,0,,0.0
BGH,BGH.AX,Bligh Resources,Materials,0,,0.0
PHG,PHG.AX,Pulse Health,Health Care,0,,0.0
TKO,TKO.AX,Takor Group Ltd,Information Technology,0,,0.0
JKA,JKA.AX,Jacka Resources,Energy,0,,0.0
D13,D13.AX,Delaware Thirteen Ltd,Industrials,0,,0.0
RVA,RVA.AX,REVA Medical Inc,Health Care,0,,0.0
DVN,DVN.AX,Devine Limited,Real Estate,0,,0.0
AYK,AYK.AX,Australian Masters Yield Fund No 4,Unclassified,0,,0.0
BBR,BBR.AX,Bora Bora Resources,Materials,0,,0.0
AYZ,AYZ.AX,Australian Masters Yield Fund No 5,Financials,0,,0.0
OVH,OVH.AX,OneVue Holdings Limited,Financials,0,,0.0
BDC,BDC.AX,Bardoc Gold Limited,Materials,0,,0.0
OHE,OHE.AX,Orion Health Group Limited,Health Care,0,,0.0
SVA,SVA.AX,Simavita Limited,Health Care,0,,0.0
KPL,KPL.AX,Kina Petroleum,Energy,0,,0.0
B2Y,B2Y.AX,Bounty Mining Limited,Materials,0,,0.0
SAY,SAY.AX,South American Iron & Steel,Materials,0,,0.0
FLK,FLK.AX,Folkestone Limited,Real Estate,0,,0.0
BIN,BIN.AX,Bingo Industries Limited,Industrials,0,,0.0
OCG,OCG.AX,Ocean Guardian Holdings Limited,Information Technology,0,,0.0
UNS,UNS.AX,Unilife Corp,Health Care,0,,0.0
FFR,FFR.AX,Firefly Resources Limited,Materials,0,,0.0
PEP,PEP.AX,Pepper I Prime 2017-3 Trust,Financials,0,,0.0
ZEN,ZEN.AX,Zenith Energy Limited,Utilities,0,,0.0
SH2,SH2.AX,Synergen Met Limited,Unclassified,0,,0.0
LNG,LNG.AX,Liquefied Natural Gas Limited,Energy,0,,0.0
SMC,SMC.AX,Strategic Minerals Corporation NL,Materials,0,,0.0
VRT,VRT.AX,Virtus Health Limited,Health Care,0,,0.0
PAF,PAF.AX,PM Capital Asian Opportunities Fund,Financials,0,,0.0
BBM,BBM.AX,Biomics Biopharma Limited,Health Care,0,,0.0
CM1,CM1.AX,Coolgardie Minerals Limited,Materials,0,,0.0
LGO,LGO.AX,Longreach Oil,Energy,0,,0.0
GFS,GFS.AX,Gasfields Limited,Energy,0,,0.0
EHH,EHH.AX,Eagle Health Holdings,Consumer Staples,0,,0.0
SDL,SDL.AX,Sundance Resources,Materials,0,,0.0
CBC,CBC.AX,CBG Capital Limited,Financials,0,,0.0
IBX,IBX.AX,Imagion Biosystems Limited,Health Care,0,,0.0
VAH,VAH.AX,Virgin Australia Holdings,Industrials,0,,0.0
PGX,PGX.AX,Primero Group Limited,Industrials,0,,0.0
CMY,CMY.AX,Capital Mining,Materials,0,,0.0
BLT,BLT.AX,Benitec Biopharma,Health Care,0,,0.0
FDM,FDM.AX,Freedom Oil and Gas Limited,Energy,0,,0.0
AIY,AIY.AX,Authorised Investment Fund Limited,Financials,0,,0.0
CHP,CHP.AX,Chapmans Limited,Financials,0,,0.0
LTN,LTN.AX,Lantern Hotel Group,Real Estate,0,,0.0
MRP,MRP.AX,MacPhersons Resources,Materials,0,,0.0
MBT,MBT.AX,Mission NewEnergy,Energy,0,,0.0
CDV,CDV.AX,Cardinal Resources,Materials,0,,0.0
SDX,SDX.AX,Sienna Cancer Diagnostics Limited,Health Care,0,,0.0
TMM,TMM.AX,Tasmania Mines Limited,Materials,0,,0.0
MPO,MPO.AX,Molopo Energy,Energy,0,,0.0
TAW,TAW.AX,Tawana Resources NL,Materials,0,,0.0
ABR,ABR.AX,American Pacific Borates Limited,Materials,0,,0.0
MRV,MRV.AX,Moreton Resources,Energy,0,,0.0
CZI,CZI.AX,Cassini Resources,Materials,0,,0.0
TGZ,TGZ.AX,Teranga Gold,Materials,0,,0.0
QMS,QMS.AX,QMS Media Limited,Communication Services,0,,0.0
CIT,CIT.AX,CTL Australia Group Limited,Materials,0,,0.0
BLV,BLV.AX,Blossomvale Holdings Ltd,Energy,0,,0.0
NUS,NUS.AX,Nusantara Resources Limited,Materials,0,,0.0
ADM,ADM.AX,Andean Mining Limited,Materials,0,,0.0
AUL,AUL.AX,AuStar Gold Limited,Materials,0,,0.0
QIN,QIN.AX,Quintis Sandalwood Album,Materials,0,,0.0
GZL,GZL.AX,Gazal Corp,Consumer Discretionary,0,,0.0
GBI,GBI.AX,Genera Biosystems,Health Care,0,,0.0
PCH,PCH.AX,Property Connect Holdings Limited,Communication Services,0,,0.0
NSE,NSE.AX,New Standard Energy,Energy,0,,0.0
TGS,TGS.AX,Tiger Resources,Materials,0,,0.0
KFG,KFG.AX,Kingform Health Hometextile Group,Consumer Discretionary,0,,0.0
PLX,PLX.AX,Pyrolyx AG,Materials,0,,0.0
KRS,KRS.AX,Kresta Holdings,Consumer Discretionary,0,,0.0
MED,MED.AX,Merlin Diamonds,Materials,0,,0.0
CMC,CMC.AX,China Magnesium Corporation,Materials,0,,0.0
MAS,MAS.AX,Mesa Minerals,Materials,0,,0.0
QTM,QTM.AX,Quantum Health Group Limited,Health Care,0,,0.0
SHU,SHU.AX,Shenhua International,Consumer Discretionary,0,,0.0
CDH,CDH.AX,ChongHerr Investments,Materials,0,,0.0
ODN,ODN.AX,Odin Energy,Energy,0,,0.0
G79,G79.AX,GoldOz Limited,Materials,0,,0.0
VLW,VLW.AX,Villa World Group,Real Estate,0,,0.0
MHD,MHD.AX,Millennium Limited,Consumer Discretionary,0,,0.0
RD1,RD1.AX,Registry Direct Limited,Information Technology,0,,0.0
OSH,OSH.AX,Oil Search Limited,Energy,0,,0.0
CDG,CDG.AX,Cleveland Mining,Materials,0,,0.0
OKU,OKU.AX,Oklo Resources Limited,Materials,0,,0.0
WND,WND.AX,Windlab Limited,Utilities,0,,0.0
CA8,CA8.AX,Coassets Limited,Financials,0,,0.0
SP1,SP1.AX,Southern Cross Payments Ltd,Information Technology,0,,0.0
VEC,VEC.AX,Vector Resources,Materials,0,,0.0
MIG,MIG.AX,A.C.N. 059 457 279 Limited,Communication Services,0,,0.0
TKF,TKF.AX,TikForce Limited,Information Technology,0,,0.0
CDB,CDB.AX,Condor Blanco Mines,Materials,0,,0.0
MOY,MOY.AX,Millennium Minerals,Materials,0,,0.0
CWN,CWN.AX,Crown Resorts Limited,Consumer Discretionary,0,,0.0
BPG,BPG.AX,Byte Power Group,Consumer Discretionary,0,,0.0
ATZ,ATZ.AX,Appetise Limited,Consumer Discretionary,0,,0.0
CCE,CCE.AX,Carnegie Clean Energy Limited,Utilities,0,,0.0
NMM,NMM.AX,Noble Metals Limited,Materials,0,,0.0
SRF,SRF.AX,Surfstitch Group Limited,Consumer Discretionary,0,,0.0
BAH,BAH.AX,Bojun Agriculture Holdings Ltd,Consumer Staples,0,,0.0
PZC,PZC.AX,Pan Asia Corporation,Energy,0,,0.0
TBL,TBL.AX,Tambla Limited,Information Technology,0,,0.0
CSD,CSD.AX,Consolidated Tin Mines,Materials,0,,0.0
VII,VII.AX,Vietnam Industrial Investments,Materials,0,,0.0
EWE,EWE.AX,East West Energy Limited,Energy,0,,0.0
EGI,EGI.AX,Ellerston Global Investments,Financials,0,,0.0
CGL,CGL.AX,The Citadel Group Limited,Information Technology,0,,0.0
TDL,TDL.AX,TBG Diagnostics Limited,Health Care,0,,0.0
PIN,PIN.AX,PINCHme.com Inc.,Industrials,0,,0.0
CSV,CSV.AX,CSG,Information Technology,0,,0.0
CP1,CP1.AX,CannPal Animal Therapeutics Ltd.,Health Care,0,,0.0
FYA,FYA.AX,Fortune Asia Group Ltd,Materials,0,,0.0
JOB,JOB.AX,Jobstore Group Ltd.,Unclassified,0,,0.0
PSA,PSA.AX,Petsec Energy Ltd,Energy,0,,0.0
MEP,MEP.AX,Minotaur Exploration Limited,Materials,0,,0.0
DSX,DSX.AX,Decimal Software,Information Technology,0,,0.0
HXP,HXP.AX,Haixi Pharmaceutical International Holdings Limited,Health Care,0,,0.0
CGM,CGM.AX,Cougar Metals NL,Materials,0,,0.0
DWS,DWS.AX,DWS Limited,Information Technology,0,,0.0
EPD,EPD.AX,Empired Limited,Information Technology,0,,0.0
AXS,AXS.AX,AXS Group Limited,Information Technology,0,,0.0
SCO,SCO.AX,Scottish Pacific Group Limited,Financials,0,,0.0
5GN,5GN.AX,5GN Networks Limited,Communication Services,0,,0.0
FTA,FTA.AX,Firetrail Absolute Return Limited,Unclassified,0,,0.0
MOD,MOD.AX,MOD Resources,Materials,0,,0.0
WJA,WJA.AX,Wameja Limited,Information Technology,0,,0.0
VLT,VLT.AX,Vault Intelligence Limited,Information Technology,0,,0.0
WSA,WSA.AX,Western Areas Limited,Materials,0,,0.0
RRS,RRS.AX,Range Resources,Energy,0,,0.0
RAW,RAW.AX,Rawson Oil and Gas Limited,Energy,0,,0.0
GBT,GBT.AX,GBST Holdings,Information Technology,0,,0.0
3GC,3GC.AX,3G Coal Limited,Materials,0,,0.0
CR3,CR3.AX,Centaur Resources Limited,Materials,0,,0.0
RLE,RLE.AX,Real Energy Corporation,Energy,0,,0.0
BRV,BRV.AX,Big River Gold Limited,Materials,0,,0.0
NVT,NVT.AX,Navitas,Consumer Discretionary,0,,0.0
GCN,GCN.AX,GoConnect Limited,Communication Services,0,,0.0
SBX,SBX.AX,Spreedbox Holdings Limited,Information Technology,0,,0.0
AEN,AEN.AX,Aeramentum Resources Limited,Unclassified,0,,0.0
CDU,CDU.AX,CuDECO Limited,Materials,0,,0.0
SFI,SFI.AX,Spookfish Limited,Information Technology,0,,0.0
RDH,RDH.AX,RedHill Education,Consumer Discretionary,0,,0.0
TV2,TV2.AX,TV2U International Limited,Information Technology,0,,0.0
CKM,CKM.AX,Chalkos Metals Limited,Materials,0,,0.0
WFE,WFE.AX,Winmar Resources,Materials,0,,0.0
ISD,ISD.AX,Isentia Group,Information Technology,0,,0.0
WDE,WDE.AX,Wealth Defender Equities Limited,Financials,0,,0.0
RES,RES.AX,Resource Generation Limited,Energy,0,,0.0
WLF,WLF.AX,Wolf Minerals,Materials,0,,0.0
SC1,SC1.AX,Source Certain International Limited,Unclassified,0,,0.0
MZI,MZI.AX,MZI Resources,Materials,0,,0.0
WLC,WLC.AX,Wollongong Coal,Materials,0,,0.0
MNW,MNW.AX,Mint Payments Limited,Information Technology,0,,0.0
UIL,UIL.AX,UIL Energy Limited,Energy,0,,0.0
WPG,WPG.AX,WPG Resources,Materials,0,,0.0
SGU,SGU.AX,Success Global Media Limited,Consumer Discretionary,0,,0.0
MOC,MOC.AX,Mortgage Choice,Financials,0,,0.0
GFI,GFI.AX,Global Fortune Investment Limited,Materials,0,,0.0
FDX,FDX.AX,Frontier Diamonds Ltd,Materials,0,,0.0
SSN,SSN.AX,Samson Oil & Gas,Energy,0,,0.0
MOQ,MOQ.AX,MOQ Limited,Information Technology,0,,0.0
NLH,NLH.AX,Nicheliving Holdings Ltd,Real Estate,0,,0.0
EXX,EXX.AX,Expose Resources Limited,Unclassified,0,,0.0
ZAM,ZAM.AX,Zamanco Minerals,Materials,0,,0.0
CTC,CTC.AX,China Track Limited,Industrials,0,,0.0
CCL,CCL.AX,Coca-Cola Amatil,Consumer Staples,0,,0.0
SXY,SXY.AX,Senex Energy Limited,Energy,0,,0.0
NXR,NXR.AX,Nemex Resources,Materials,0,,0.0
XPD,XPD.AX,XPD Soccer Gear Group,Consumer Discretionary,0,,0.0
ZGM,ZGM.AX,Zamia Metals,Materials,0,,0.0
A1C,A1C.AX,AIC Resources Limited,Materials,0,,0.0
CLF,CLF.AX,Concentrated Leaders Fund,Financials,0,,0.0
ZYB,ZYB.AX,Zyber Holdings,Information Technology,0,,0.0
EXO,EXO.AX,Ennox Group Ltd,Financials,0,,0.0
A40,A40.AX,Alliance Mineral Assets Limited,Materials,0,,0.0
AFT,AFT.AX,AFT Corporation,Information Technology,0,,0.0
IXT,IXT.AX,IXT Limited,Unclassified,0,,0.0
8AU,8AU.AX,8 Au Limited,Materials,0,,0.0
RDF,RDF.AX,Redflex Holdings Limited,Information Technology,0,,0.0
TTS,TTS.AX,Tatts Group,Consumer Discretionary,0,,0.0
NIU,NIU.AX,Niuminco Group,Materials,0,,0.0
AWN,AWN.AX,AWN Holdings Limited,Industrials,0,,0.0
RHP,RHP.AX,Rhipe Limited,Information Technology,0,,0.0
DGO,DGO.AX,DGO Gold Limited,Materials,0,,0.0
NKP,NKP.AX,NKWE Platinum,Materials,0,,0.0
AIR,AIR.AX,Astivita Limited,Industrials,0,,0.0
P2P,P2P.AX,P2P Transport Limited,Industrials,0,,0.0
DLX,DLX.AX,DuluxGroup Limited,Materials,0,,0.0
RXP,RXP.AX,RXP Services,Information Technology,0,,0.0
FCC,FCC.AX,First Cobalt Corp.,Materials,0,,0.0
DMA,DMA.AX,Dynasty Resources,Materials,0,,0.0
HML,HML.AX,Henry Morgan Limited,Financials,0,,0.0
UWL,UWL.AX,Uniti Group Limited,Communication Services,0,,0.0
RY8,RY8.AX,Rongyu Pharmaceuticals Limited,Health Care,0,,0.0
SEA,SEA.AX,Sundance Energy,Energy,0,,0.0
NMI,NMI.AX,Northern Mining,Materials,0,,0.0
FXJ,FXJ.AX,Fairfax Media,Communication Services,0,,0.0
KLA,KLA.AX,Kirkland Lake Gold Ltd,Materials,0,,0.0
SL1,SL1.AX,Symbol Mining Limited,Materials,0,,0.0
EAR,EAR.AX,Echo Resources,Materials,0,,0.0
ICQ,ICQ.AX,iCar Asia,Communication Services,0,,0.0
HUO,HUO.AX,Huon Aquaculture Group Limited,Consumer Staples,0,,0.0
RRZ,RRZ.AX,Relentless Resources Limited,Unclassified,0,,0.0
SYS,SYS.AX,Syngas Limited,Energy,0,,0.0
MRN,MRN.AX,Macquarie Media Limited,Communication Services,0,,0.0
BYL,BYL.AX,Brierty Limited,Industrials,0,,0.0
SKP,SKP.AX,Skyland Petroleum Limited,Energy,0,,0.0
WNS,WNS.AX,World.Net Services,Information Technology,0,,0.0
GEO,GEO.AX,GeoOp Limited,Information Technology,0,,0.0
TAP,TAP.AX,Tap Oil,Energy,0,,0.0
TEX,TEX.AX,Target Energy,Energy,0,,0.0
PEG,PEG.AX,Pixie Group Limited,Consumer Discretionary,0,,0.0
EGA,EGA.AX,Egan Street Resources Limited,Materials,0,,0.0
TGO,TGO.AX,GrowthOps Ltd,Information Technology,0,,0.0
ETK,ETK.AX,Eden Health Industry Holdings Limited,Consumer Staples,0,,0.0
OGC,OGC.AX,OceanaGold Corporation,Materials,0,,0.0
JYG,JYG.AX,JYG Australia Ltd,Industrials,0,,0.0
DSB,DSB.AX,Delta SBD,Materials,0,,0.0
ALF,ALF.AX,Australian Leaders Fund,Financials,0,,0.0
DGX,DGX.AX,Diploma Group,Industrials,0,,0.0
STL,STL.AX,StarGroup Limited,Information Technology,0,,0.0
VMY,VMY.AX,Vimy Resources Limited,Energy,0,,0.0
MYD,MYD.AX,MyDeal.com.au Limited,Consumer Discretionary,0,,0.0
AS1,AS1.AX,Angel Seafood Holdings,Consumer Staples,0,,0.0
WPP,WPP.AX,WPP AUNZ Ltd,Communication Services,0,,0.0
KKL,KKL.AX,Kollakorn Corporation Limited,Information Technology,0,,0.0
PZM,PZM.AX,Piston Machinery Ltd,Materials,0,,0.0
LGD,LGD.AX,Legend Corporation,Industrials,0,,0.0
UNV,UNV.AX,Universal Coal Plc,Energy,0,,0.0
OGX,OGX.AX,Orinoco Gold,Materials,0,,0.0
VRL,VRL.AX,Village Roadshow,Communication Services,0,,0.0
LHB,LHB.AX,Lionhub Group,Real Estate,0,,0.0
LGR,LGR.AX,Lanka Graphite Limited,Materials,0,,0.0
SVH,SVH.AX,Silver Heritage Group Limited,Consumer Discretionary,0,,0.0
AAM,AAM.AX,Australian Industrial Minerals Limited,Unclassified,0,,0.0
BLA,BLA.AX,Blue Sky Alternative Investments,Financials,0,,0.0
MSP,MSP.AX,Maxsec Group,Information Technology,0,,0.0
NTC,NTC.AX,NetComm Wireless,Information Technology,0,,0.0
CSK,CSK.AX,CrowdSpark Ltd,Communication Services,0,,0.0
ZBT,ZBT.AX,Zebit Inc,Consumer Discretionary,0,,0.0
VMX,VMX.AX,Valmec Limited,Energy,0,,0.0
AHG,AHG.AX,Automotive Holdings Group,Consumer Discretionary,0,,0.0
P88,P88.AX,Power Asia Limited,Industrials,0,,0.0
PLC,PLC.AX,PLC Financial Solutions Limited,Financials,0,,0.0
QTG,QTG.AX,Q Technology,Information Technology,0,,0.0
IVQ,IVQ.AX,Invitrocue Limited,Health Care,0,,0.0
SDA,SDA.AX,Speedcast International Limited,Communication Services,0,,0.0
WAL,WAL.AX,Wavenet International,Materials,0,,0.0
ERX,ERX.AX,Exore Resources Ltd,Materials,0,,0.0
PC1,PC1.AX,Plus Connect Limited,Consumer Discretionary,0,,0.0
BAY,BAY.AX,Bayrock Resources Limited,Unclassified,0,,0.0
CYA,CYA.AX,Century Australia Investments,Financials,0,,0.0
ZNT,ZNT.AX,Zenitas Healthcare Limited,Health Care,0,,0.0
FEI,FEI.AX,FE Investments Group Limited,Financials,0,,0.0
EUZ,EUZ.AX,Europa Metals Limited,Materials,0,,0.0
HDX,HDX.AX,Hughes Drilling Ltd,Materials,0,,0.0
SMG,SMG.AX,Soon Mining Limited,Materials,0,,0.0
BHL,BHL.AX,Boyuan Holdings Limited,Real Estate,0,,0.0
GRA,GRA.AX,Gold Tiger Resources (Australia) Limited,Materials,0,,0.0
JVG,JVG.AX,JV Global,Industrials,0,,0.0
SDC,SDC.AX,Sugar Dragon Limited,Consumer Staples,0,,0.0
WOF,WOF.AX,Wolf Petroleum,Energy,0,,0.0
KNH,KNH.AX,Koon Holdings,Industrials,0,,0.0
GSL,GSL.AX,Greatcell Solar Limited,Information Technology,0,,0.0
JCI,JCI.AX,Jiancheng International Group,Industrials,0,,0.0
KPE,KPE.AX,Kina Petroleum Corporation,Energy,0,,0.0
ABL,ABL.AX,Abilene Oil and Gas Limited,Energy,0,,0.0
CIM,CIM.AX,CIMIC Group Limited,Industrials,0,,0.0
MA1,MA1.AX,Monash Absolute Investment Company,Financials,0,,0.0
CHA,CHA.AX,Chaucer Energy Limited,Unclassified,0,,0.0
ANS,ANS.AX,AustSino Resources Group,Materials,0,,0.0
E88,E88.AX,Ensogo Limited,Consumer Discretionary,0,,0.0
ZEL,ZEL.AX,Z Energy Limited,Energy,0,,0.0
MLD,MLD.AX,MACA Limited,Materials,0,,0.0
DFM,DFM.AX,Dongfang Modern Agriculture,Consumer Staples,0,,0.0
ZTA,ZTA.AX,Zeta Petroleum Plc,Energy,0,,0.0
APT,APT.AX,Afterpay Limited,Information Technology,0,,0.0
IAB,IAB.AX,IAB Holdings Limited,Communication Services,0,,0.0
CTL,CTL.AX,Centennial Mining Limited,Materials,0,,0.0
IGE,IGE.AX,Integrated Green Energy Solutions,Industrials,0,,0.0
IB8,IB8.AX,iBosses Corporation Limited,Consumer Discretionary,0,,0.0
PWL,PWL.AX,Powerwrap Limited,Financials,0,,0.0
MAI,MAI.AX,Mainstream Group Holdings Limited,Financials,0,,0.0
GXY,GXY.AX,Galaxy Resources Limited,Materials,0,,0.0
PTH,PTH.AX,Pathify Holdings Inc.,Unclassified,0,,0.0
AZT,AZT.AX,Azure Health Technololgy,Information Technology,0,,0.0
OTR,OTR.AX,Onterran Limited,Industrials,0,,0.0
YFZ,YFZ.AX,Youfoodz Holdings Limited,Consumer Staples,0,,0.0
GBM,GBM.AX,GBM Gold,Materials,0,,0.0
TTC,TTC.AX,Traditional Therapy Clinics Limited,Health Care,0,,0.0
RHL,RHL.AX,Ruralco Holdings,Consumer Discretionary,0,,0.0
GBA,GBA.AX,Grandbridge Limited,Financials,0,,0.0
AEB,AEB.AX,Affinity Energy and Health Limited,Health Care,0,,0.0
SHI,SHI.AX,Shine Metals Limited,Industrials,0,,0.0
REF,REF.AX,Reverse Corp,Communication Services,0,,0.0
DTS,DTS.AX,Dragontail Systems Limited,Information Technology,0,,0.0
SRS,SRS.AX,Spicers Limited,Industrials,0,,0.0
SBB,SBB.AX,Sunbridge Group,Consumer Discretionary,0,,0.0
RAB,RAB.AX,AdRabbit Limited,Information Technology,0,,0.0
CRW,CRW.AX,Cashrewards Limited,Communication Services,0,,0.0
AQG,AQG.AX,Alacer Gold Corp,Materials,0,,0.0
PAL,PAL.AX,Palla Pharma Limited,Health Care,0,,0.0
GBG,GBG.AX,Gindalbie Metals,Materials,0,,0.0
TNA,TNA.AX,Tartana Resources Limited,Materials,0,,0.0
AOW,AOW.AX,American Patriot Oil & Gas,Energy,0,,0.0
PGR,PGR.AX,The PAS Group,Consumer Discretionary,0,,0.0
MUA,MUA.AX,Mitula Group Limited,Communication Services,0,,0.0
OPC,OPC.AX,OptiComm Ltd,Communication Services,0,,0.0
TPM,TPM.AX,TPG Telecom,Communication Services,0,,0.0
VOC,VOC.AX,Vocus Group,Communication Services,0,,0.0
FFC,FFC.AX,FarmaForce Limited,Health Care,0,,0.0
FE8,FE8.AX,Faster Enterprises Ltd,Real Estate,0,,0.0
TME,TME.AX,Trade Me Group,Consumer Discretionary,0,,0.0
EOR,EOR.AX,EOR Group Limited,Energy,0,,0.0
AGS,AGS.AX,Alliance Resources,Materials,0,,0.0
HMO,HMO.AX,HearMe Out Limited,Information Technology,0,,0.0
AOK,AOK.AX,AusTex Oil,Energy,0,,0.0
ENB,ENB.AX,Eneabba Gas,Utilities,0,,0.0
XIP,XIP.AX,Xenith IP Group,Industrials,0,,0.0
OLV,OLV.AX,OtherLevels Holdings Limited,Information Technology,0,,0.0
MTV,MTV.AX,Metavone Limited,Health Care,0,,0.0
AXZ,AXZ.AX,Amex Resources,Materials,0,,0.0
AHR,AHR.AX,Anchor Resources,Materials,0,,0.0
EVM,EVM.AX,EnviroMission Limited,Utilities,0,,0.0
PDF,PDF.AX,Pacific Dairies Limited,Consumer Staples,0,,0.0
EPW,EPW.AX,ERM Power,Utilities,0,,0.0
LAN,LAN.AX,Lanyon Investment Company Limited,Financials,0,,0.0
MSA,MSA.AX,MYSALE Group PLC,Unclassified,0,,0.0
GOE,GOE.AX,Go Energy Group Limited,Utilities,0,,0.0
XPL,XPL.AX,Xplore Wealth Limited,Financials,0,,0.0
LKN,LKN.AX,Lukin Resources Limited,Materials,0,,0.0
CZZ,CZZ.AX,Capilano Honey,Consumer Staples,0,,0.0
1AL,1AL.AX,OneAll International Limited,Consumer Discretionary,0,,0.0
FIG,FIG.AX,Freedom Insurance Group Ltd,Financials,0,,0.0
MLT,MLT.AX,Milton Corporation Limited,Financials,0,,0.0
VIV,VIV.AX,Vivid Technology Limited,Industrials,0,,0.0
OTW,OTW.AX,Over the Wire Holdings Limited,Information Technology,0,,0.0
GSW,GSW.AX,GetSwift Limited,Information Technology,0,,0.0
BSP,BSP.AX,Black Star Petroleum,Energy,0,,0.0
HRL,HRL.AX,HRL Holdings,Industrials,0,,0.0
TRN,TRN.AX,Torrens Mining Limited,Materials,0,,0.0
HKX,HKX.AX,Haemokinesis Limited,Unclassified,0,,0.0
AOP,AOP.AX,Apollo Consolidated Limited,Materials,0,,0.0
GMC,GMC.AX,Gulf Manganese Corporation Limited,Materials,0,,0.0
SWK,SWK.AX,Swick Mining Services,Materials,0,,0.0
MCH,MCH.AX,Murchison Holdings,Financials,0,,0.0
EPA,EPA.AX,Ephraim Resources,Consumer Staples,0,,0.0
OCP,OCP.AX,Oceania Capital Partners,Financials,0,,0.0
ABT,ABT.AX,Abundant Produce Limited,Consumer Staples,0,,0.0
LCA,LCA.AX,Litigation Capital Management Limited,Financials,0,,0.0
ITG,ITG.AX,Intega Group Limited,Industrials,0,,0.0
SAS,SAS.AX,Sky and Space Company Ltd,Communication Services,0,,0.0
TLT,TLT.AX,Tilt Renewables Limited,Utilities,0,,0.0
IOT,IOT.AX,IOT Group Limited,Consumer Discretionary,0,,0.0
HHM,HHM.AX,Hampton Hill Mining NL,Materials,0,,0.0
AST,AST.AX,AusNet Services,Utilities,0,,0.0
WGF,WGF.AX,Watermark Global Leaders Fund Limited,Financials,0,,0.0
WTP,WTP.AX,Watpac Limited,Industrials,0,,0.0
OZG,OZG.AX,Ozgrowth Limited,Financials,0,,0.0
AXT,AXT.AX,Argo Exploration,Materials,0,,0.0
RRP,RRP.AX,Realm Resources,Materials,0,,0.0
AXL,AXL.AX,A.C.N. 603 323 182 Limited,Financials,0,,0.0
CNX,CNX.AX,Carbon Energy,Energy,0,,0.0
ARI,ARI.AX,SIMEC Mining,Materials,0,,0.0
HSK,HSK.AX,Heemskirk Consolidated,Materials,0,,0.0
TOM,TOM.AX,Tomizone Limited,Communication Services,0,,0.0
DN8,DN8.AX,Dreamscape Networks Limited,Information Technology,0,,0.0
AMB,AMB.AX,Ambition Group,Industrials,0,,0.0
QST,QST.AX,Quest Investments,Financials,0,,0.0
TTSHA,TTSHA.AX,Tatts Group Limited Bonds (,Consumer Discretionary,0,,0.0
HRR,HRR.AX,Heron Resources,Materials,0,,0.0
ANQ,ANQ.AX,AnaeCo,Industrials,0,,0.0
QSS,QSS.AX,Questus Limited,Real Estate,0,,0.0
AQJ,AQJ.AX,Aus Asia Minerals,Energy,0,,0.0
RAF,RAF.AX,Raffles Capital,Financials,0,,0.0
HIG,HIG.AX,Highlands Pacific,Materials,0,,0.0
BKM,BKM.AX,BKM Management,Industrials,0,,0.0
LAA,LAA.AX,LatAm Autos Limited,Communication Services,0,,0.0
SBI,SBI.AX,Sterling Plantations,Consumer Staples,0,,0.0
AB1,AB1.AX,Abarta Resources Limited,Materials,0,,0.0
NRL,NRL.AX,Northam Resources Limited,Unclassified,0,,0.0
CSM,CSM.AX,Cosmo Gold Limited,Materials,0,,0.0
NZC,NZC.AX,Nzuri Copper,Materials,0,,0.0
TGR,TGR.AX,Tassal Group Limited,Consumer Staples,0,,0.0
AEG,AEG.AX,Absolute Equity Performance Fund,Financials,0,,0.0
IQ3,IQ3.AX,iQ3Corp Limited,Financials,0,,0.0
SVS,SVS.AX,Sunvest Corporation Limited,Financials,0,,0.0
VIR,VIR.AX,Virgo Resources Ltd,Unclassified,0,,0.0
SPB,SPB.AX,Pyx Resources Limited,Energy,0,,0.0
AGO,AGO.AX,Atlas Iron,Materials,0,,0.0
BIG,BIG.AX,Big Un Limited,Information Technology,0,,0.0
WCB,WCB.AX,Warrnambool Cheese & Butter,Consumer Staples,0,,0.0
